date,RELIANCE.BSE,TCS.BSE,HDFCBANK.BSE,INFY.BSE,HINDUNILVR.BSE,ICICIBANK.BSE,BHARTIARTL.BSE,KOTAKBANK.BSE,ITC.BSE,LT.BSE,SBIN.BSE,BAJFINANCE.BSE,ASIANPAINT.BSE,AXISBANK.BSE,MARUTI.BSE,HCLTECH.BSE,ULTRACEMCO.BSE,TITAN.BSE,NESTLEIND.BSE,WIPRO.BSE,ADANIPORTS.BSE,TECHM.BSE,POWERGRID.BSE,NTPC.BSE
2024-05-31,2859.6,3669.5,1530.85,1406.25,2328.7,1119.65,1371.85,1679.7,402.2785,3667.4,830.1,6702.5,2877.7,1161.75,12397.45,1322.8,9901.35,3242.65,2355.45,437.75,1437.7,1228.85,309.9,358.9
2024-06-28,3131.85,3904.95,1683.55,1566.95,2475.2,1199.8,1445.35,1803.0,401.0985,3549.4,848.85,7115.75,2917.3,1265.7,12036.9,1459.6,11661.3,3406.1,2552.55,514.9,1477.4,1430.2,330.8,378.35
2024-07-31,3010.25,4384.6499,1617.05,1868.05,2706.05,1214.8,1492.9,1806.65,467.319,3812.55,872.75,6808.45,3082.3,1166.2,13167.95,1641.95,11882.8,3457.85,2456.15,522.05,1569.65,1553.9,348.6,416.05
2024-08-30,3019.75,4551.8501,1632.95,1943.3,2778.1,1230.15,1588.95,1781.2,473.7381,3703.1,815.65,7206.15,3126.8,1175.5,12421.25,1752.15,11300.65,3567.15,2504.2,538.2,1482.65,1635.7,337.4,416.4
2024-09-30,2953.8,4268.3999,1732.0,1876.0,2959.4,1272.85,1709.9,1852.4,489.0778,3675.5,787.6,7701.9,3328.4,1232.45,13228.2,1794.5,11797.6,3821.6,2688.95,541.35,1448.15,1576.1,352.9,443.1
2024-10-31,1332.6,3971.25,1734.95,1757.15,2527.5,1291.55,1611.65,1730.5,461.1359,3624.4,820.5,6891.55,2938.1,1158.5,11080.6,1767.95,11067.65,3269.1,2264.25,551.8,1376.7,1608.25,321.2,408.1
2024-11-29,1292.45,4273.5498,1797.65,1858.45,2496.25,1300.65,1627.45,1766.8,450.3273,3725.9,839.0,6577.45,2479.95,1136.7,11072.5,1848.9,11199.5,3249.45,2234.7,577.95,1189.65,1711.55,329.6,363.85
2024-12-31,1215.45,4097.2002,1772.45,1880.7,2326.75,1282.0,1588.15,1786.3,456.5576,3608.0,795.05,6821.4,2282.05,1065.25,10866.9,1918.35,11422.45,3253.65,2170.25,302.0,1228.9,1705.55,308.6,333.4
2025-01-31,1264.9,4109.0,1699.25,1880.05,2471.3,1252.55,1626.75,1902.65,447.55,3567.2,773.1,7885.55,2301.05,986.4,12308.4,1725.2,11503.3,3489.7,2313.05,312.0,1099.6,1674.45,301.85,324.25
2025-02-28,1199.6,3483.8999,1731.1,1688.05,2191.8,1203.1,1569.6,1900.75,394.7,3164.75,688.25,8542.25,2179.95,1015.85,11945.0,1574.95,10114.0,3074.7,2189.8,277.65,1070.15,1488.9,250.65,310.95
2025-03-28,1275.0,3604.45,1828.5,1570.4,2259.35,1348.4,1730.95,2171.3,409.8,3491.0,771.6,8948.75,2337.7,1101.9,11521.45,1590.95,11504.5,3063.8,2251.05,262.1,1182.05,1418.0,290.45,357.65
2025-04-30,1408.35,3429.6499,1923.75,1498.9,2341.25,1422.55,1863.7,2205.8,425.3,3340.55,788.15,8635.7,2423.3,1183.9,12260.5498,1564.05,11639.25,3376.1499,2385.45,241.5,1217.0,1502.6,306.65,354.5
2025-05-30,1420.8,3464.5,1944.6,1562.8,2349.3501,1445.95,1856.8,2075.7,417.9,3675.75,812.4,9174.75,2260.05,1192.05,12317.5498,1637.55,11197.25,3554.2,2396.75,249.7,1432.35,1574.0,289.9,334.25
2025-06-13,1427.65,3447.1001,1917.25,1601.55,2319.1001,1416.2,1842.15,2110.8,413.9,3588.25,792.4,9334.1504,2215.3,1205.95,12411.4502,1694.85,11220.7002,3423.55,2376.5,260.2,1405.25,1658.95,285.7,332.0
